ds,unix,symbol,open,high,low,y,Volume BTC,Volume USD,is_outlier,SMA_20,EMA_20,BB_upper,BB_lower,BB_mid,RSI,daily_return,log_return,volatility_21d
2017-02-17,1487289600,BTC/USD,1032.7,1064.99,1031.98,1055.46,6386285.16,6085.02,0,1004.5889999999999,999.2436215958297,1081.5191824007397,927.65881759926,1004.5889999999999,58.36066854108092,2.2039314418514477,0.021799959161510722,37.44235218795707
2017-02-18,1487376000,BTC/USD,1055.46,1068.99,1046.14,1056.4,4741677.69,4471.03,0,1011.7540000000001,1004.6870862057507,1078.8738451789238,944.6341548210764,1011.7540000000001,54.667970410679374,0.08906069391545479,0.000890210584108092,37.421460065620636
2017-02-19,1487462400,BTC/USD,1056.4,1061.9,1039.07,1051.8,2388775.41,2270.85,0,1018.29,1009.1740303766315,1072.4372098712638,964.1427901287361,1018.29,58.46328711070695,-0.4354411207875941,-0.004363919267733473,37.39388501924398
2017-02-20,1487548800,BTC/USD,1051.8,1089.99,1044.39,1084.0,3902264.53,3664.0,0,1024.2395000000001,1016.3003131979046,1079.8655754739373,968.613424526063,1024.2395000000001,62.40638630565384,3.0614185206313094,0.030154920844347805,38.2644700159747
2017-02-21,1487635200,BTC/USD,1084.0,1126.86,1077.0,1124.62,9273043.86,8394.92,0,1031.3025,1026.6164738457232,1099.520614857693,963.0843851423069,1031.3025,63.92070136640075,3.747232472324713,0.036787297801388154,37.14502989002133
2017-02-22,1487721600,BTC/USD,1124.62,1143.0,1098.16,1130.01,13145511.0,11672.0,0,1037.394,1036.4634763366066,1117.6193684513723,957.1686315486276,1037.394,64.27621803394071,0.4792729988796207,0.004781281423771491,36.91282614179108
2017-02-23,1487808000,BTC/USD,1130.01,1193.92,1120.73,1188.11,13556658.98,11752.03,0,1046.1675,1050.906002399787,1149.922867521272,942.4121324787279,1046.1675,93.16192789246675,5.141547419934334,0.050137327004002016,39.435183447160234
2017-02-24,1487894400,BTC/USD,1188.11,1220.0,1091.1,1180.14,23022719.16,19597.57,0,1053.4524999999999,1063.2140021712357,1172.9992399234138,933.905760076586,1053.4524999999999,89.4882553964615,-0.6708133085320256,-0.0067307337388969055,39.74422743368132
2017-02-25,1487980800,BTC/USD,1180.14,1184.73,1127.0,1152.2,7226356.76,6238.36,0,1060.334,1071.6888591073084,1186.1378393523428,934.5301606476575,1060.334,78.65140988966081,-2.367515718474089,-0.023959917191573647,40.81201375919859
2017-02-26,1488067200,BTC/USD,1152.2,1184.97,1133.0,1179.05,4127618.08,3536.49,0,1068.1015000000002,1081.9137296685171,1203.220267292843,932.9827327071574,1068.1015000000002,83.9624808575804,2.330324596424216,0.023035871160894176,40.24159424066471
2017-02-27,1488153600,BTC/USD,1179.05,1197.99,1169.0,1194.64,5508029.79,4638.0,0,1075.1275,1092.6495649381823,1221.343167801118,928.9118321988822,1075.1275,85.29102066010675,1.3222509647597747,0.013135855289836204,40.2911772431496
2017-02-28,1488240000,BTC/USD,1194.64,1209.99,1176.27,1191.21,9013416.33,7559.42,0,1081.8385,1102.0362730393076,1236.6190098943614,927.0579901056389,1081.8385,83.57874280588982,-0.28711578383446845,-0.0028752875185476764,39.620245722081336
2017-03-01,1488326400,BTC/USD,1191.21,1231.0,1188.3,1226.39,7276042.54,6012.98,0,1094.06,1113.879485130802,1254.1441224909101,933.9758775090896,1094.06,85.48589548787739,2.9532995861351052,0.029105297347385067,40.40642131550756
2017-03-02,1488412800,BTC/USD,1226.39,1283.25,1215.0,1257.6,9678454.84,7761.85,0,1107.0615,1127.5671532135827,1276.1345961541736,937.9884038458264,1107.0615,85.95178719866998,2.544867456518718,0.025130248097091367,28.186335712449967
2017-03-03,1488499200,BTC/USD,1257.6,1298.0,1255.0,1285.33,9615648.42,7545.48,0,1120.7289999999998,1142.5921862408607,1301.2459690696853,940.2120309303143,1120.7289999999998,86.17151848937843,2.2049936386768554,0.02181035202302593,28.371067706140053
2017-03-04,1488585600,BTC/USD,1285.33,1289.55,1230.0,1260.0,6237313.77,4951.0,0,1133.6475,1153.7738827893502,1315.2539996373391,952.041000362661,1133.6475,79.75390191149822,-1.970700131483738,-0.019903773752444186,30.430813476548437
2017-03-05,1488672000,BTC/USD,1260.0,1275.0,1240.0,1273.0,3809526.44,3026.02,0,1147.285,1165.1287510951263,1327.6728695303118,966.8971304696884,1147.285,81.55132081930739,1.031746031746028,0.010264598611882803,29.485930369196733
2017-03-06,1488758400,BTC/USD,1273.0,1285.0,1251.0,1278.49,5420539.75,4249.47,0,1160.634,1175.925060514638,1338.2082731959028,983.0597268040972,1160.634,80.02964518420161,0.4312647289866467,0.00430337447723055,29.239922839421606
2017-03-07,1488844800,BTC/USD,1278.49,1281.62,1175.97,1233.05,17887749.61,14450.04,0,1171.71,1181.3655309418155,1337.3592652373827,1006.0607347626175,1171.71,66.49627263045795,-3.5541928368622355,-0.03618891919207711,33.61960877507378
2017-03-08,1488931200,BTC/USD,1233.05,1245.49,1145.5,1150.05,15896181.2,13391.55,0,1177.5774999999999,1178.3830994235473,1330.3038117819808,1024.851188218019,1177.5774999999999,52.46640082705656,-6.7312761039698294,-0.06968535516954681,43.34334600504871
2017-03-09,1489017600,BTC/USD,1150.05,1208.0,1135.01,1190.89,9018801.31,7653.86,0,1184.349,1179.5742328117808,1325.8765867324682,1042.8214132675316,1184.349,50.357326478149126,3.551149950002186,0.03489550705501782,44.215038083511516
2017-03-10,1489104000,BTC/USD,1190.89,1350.0,975.0,1116.97,38529724.81,33194.61,0,1187.3775,1173.6119249249446,1319.6677083936775,1055.0872916063227,1187.3775,43.05747884382899,-6.207122404252285,-0.06408126467393493,50.15102557032688
2017-03-11,1489190400,BTC/USD,1116.97,1198.0,1106.51,1176.55,8528948.13,7346.55,0,1193.615,1173.8917415987594,1309.7693161397597,1077.4606838602404,1193.615,52.50210649622885,5.334073430799391,0.051966765147793505,52.961530598304904
2017-03-12,1489276800,BTC/USD,1176.55,1241.85,1170.9,1226.62,7003314.41,5793.91,0,1200.7459999999999,1178.9134804941157,1305.5194679954325,1095.9725320045673,1200.7459999999999,54.66546360408779,4.255662742764854,0.041675992091045014,54.30599712615618
2017-03-13,1489363200,BTC/USD,1226.62,1249.02,1215.43,1242.46,6955370.87,5630.79,0,1206.6380000000001,1184.9655299708666,1306.5259421836524,1106.7500578163479,1206.6380000000001,54.687683801905656,1.2913534754039668,0.012830866000684739,53.71661498493929
2017-03-14,1489449600,BTC/USD,1242.46,1260.0,1226.5,1245.86,7156458.55,5745.5,0,1212.4305,1190.7650033069747,1306.8974906090866,1117.9635093909133,1212.4305,55.35752798854969,0.2736506607858402,0.002732769190410074,52.580375404928546
2017-03-15,1489536000,BTC/USD,1245.86,1260.0,1238.32,1257.32,4908117.86,3920.35,0,1215.891,1197.103574420596,1311.6683050581971,1120.113694941803,1215.891,53.18007032551252,0.9198465317130422,0.009156417091110784,52.6012286920551
2017-03-16,1489622400,BTC/USD,1257.32,1258.96,1130.0,1172.62,18263170.71,15244.87,0,1215.5149999999999,1194.7718054281584,1311.9401066890798,1119.08989331092,1215.5149999999999,42.12856613560578,-6.736550758756721,-0.06974191007586225,55.94962001572039
2017-03-17,1489708800,BTC/USD,1172.62,1173.23,1063.0,1071.02,18710285.4,16703.78,0,1211.456,1182.9859191969053,1324.5047197068982,1098.4072802931016,1211.456,32.53866084377597,-8.6643584451911,-0.09062909608956737,64.06343540744528
2017-03-18,1489795200,BTC/USD,1071.02,1099.0,944.36,969.4,21545200.42,21291.94,0,1200.9734999999998,1162.6444030829143,1357.2784408620698,1044.6685591379298,1200.9734999999998,28.940808162792038,-9.488151481765051,-0.09968942099843488,71.84286332314545
2017-03-19,1489881600,BTC/USD,969.4,1063.7,969.4,1017.97,12327661.82,12196.14,0,1192.1399999999999,1148.865888503589,1368.618963946953,1015.6610360530468,1192.1399999999999,32.42457238156935,5.010315659170628,0.048888403716823244,73.79205270398992
2017-03-20,1489968000,BTC/USD,1017.97,1053.0,1010.01,1035.96,7753027.09,7486.66,0,1184.3775,1138.1129467413425,1374.1830053136473,994.5719946863529,1184.3775,33.56909610720433,1.7672426495869198,0.017518084907332778,73.95811413630814
2017-03-21,1490054400,BTC/USD,1035.96,1117.9,1034.92,1114.39,12068049.72,11125.5,0,1178.7775,1135.8536184802624,1369.9677424150807,987.5872575849191,1178.7775,42.30499857331847,7.57075562763041,0.07297863695128112,78.9621695509282
2017-03-22,1490140800,BTC/USD,1114.39,1114.39,988.0,1037.56,15060114.15,14520.38,0,1167.7755,1126.4923214821422,1365.0936414526204,970.4573585473795,1167.7755,42.64627051055763,-6.894354759105892,-0.07143536722872493,81.42597137877007
2017-03-23,1490227200,BTC/USD,1037.56,1054.4,1010.69,1029.65,6134595.75,5917.0,0,1154.9915,1117.2692432457477,1353.3689247847046,956.6140752152955,1154.9915,38.98513498743032,-0.7623655499440884,-0.007652864106630763,80.53427732694753
2017-03-24,1490313600,BTC/USD,1029.65,1032.0,920.0,929.06,15691519.3,16066.46,0,1138.4445,1099.3445534128193,1354.3742186318311,922.514781368169,1138.4445,37.61452167837699,-9.76933909580927,-0.10280089534718917,85.82068278623116
2017-03-25,1490400000,BTC/USD,929.06,963.36,891.33,956.02,12469415.59,13507.18,0,1122.5955,1085.6945959449317,1343.417650726732,901.7733492732677,1122.5955,34.81135584115047,2.9018577917464983,0.02860551103049464,87.1390215039472
2017-03-26,1490486400,BTC/USD,956.02,997.0,937.52,960.0,8735685.94,9005.18,0,1106.6709999999998,1073.7236820454143,1326.0883687794699,887.2536312205297,1106.6709999999998,30.39212802259223,0.41630928223259644,0.00415445112721931,86.95769589098019
2017-03-27,1490572800,BTC/USD,960.0,1043.0,952.95,1039.92,8753826.09,8687.09,0,1097.0145,1070.504283755375,1309.9157608773342,884.1132391226658,1097.0145,36.387709016613805,8.325000000000005,0.07996578163788177,92.66547700061872
2017-03-28,1490659200,BTC/USD,1039.92,1068.26,1014.9,1043.99,9531808.18,9109.22,0,1091.7115,1067.9791138739106,1304.3339203927821,879.0890796072177,1091.7115,36.44494581201403,0.39137625971228385,0.003906123752884504,92.2687696725125
2017-03-29,1490745600,BTC/USD,1043.99,1059.43,1008.16,1035.96,9675900.4,9379.72,0,1083.9650000000001,1064.9296744573478,1292.6254315250292,875.3045684749711,1083.9650000000001,35.06745817593094,-0.7691644555982258,-0.007721377817216497,89.49803710026887
2017-03-30,1490832000,BTC/USD,1035.96,1050.17,1017.14,1033.7,8918956.47,8644.96,0,1079.8015,1061.9554197471243,1289.0113568951904,870.5916431048096,1079.8015,39.45594753779831,-0.21815514112514256,-0.0021839344609925508,88.33081691801011
2017-03-31,1490918400,BTC/USD,1033.7,1081.0,1031.43,1070.31,12711331.62,12058.79,0,1074.4895000000001,1062.751094056922,1278.6912060060722,870.2877939939281,1074.4895000000001,49.940212540209174,3.5416465125277963,0.0348037275470543,86.87262852171645
2017-04-01,1491004800,BTC/USD,1070.31,1097.0,1061.64,1083.94,5617187.43,5209.01,0,1067.3555000000001,1064.76908509912,1258.7464436866437,875.9645563133565,1067.3555000000001,61.32310490727194,1.2734628285263172,0.012654224792694057,84.8372452598461
2017-04-02,1491091200,BTC/USD,1083.94,1100.0,1066.49,1078.01,8269728.69,7635.31,0,1059.133,1066.0301246134895,1232.091519894833,886.1744801051672,1059.133,56.481841343870094,-0.5470782515637485,-0.0054858020504232104,83.20191472009786
2017-04-03,1491177600,BTC/USD,1078.01,1152.0,1076.19,1144.77,12487637.63,11076.86,0,1054.0785,1073.5291603645858,1209.0320410542913,899.1249589457088,1054.0785,60.6278447383329,6.192892459253629,0.06008699458437417,86.11949631837031
2017-04-04,1491264000,BTC/USD,1144.77,1162.93,1118.85,1143.0,8468987.32,7418.36,0,1048.3625,1080.1454308060538,1178.1370593225774,918.5879406774225,1048.3625,53.28661688684663,-0.1546162111166427,-0.001547358653327913,86.09072231882064
2017-04-05,1491350400,BTC/USD,1143.0,1145.0,1111.0,1134.58,6291139.39,5581.47,0,1046.4605,1085.3296754911914,1169.5077746934057,923.4132253065941,1046.4605,63.22374877330716,-0.7366579177602861,-0.007393846415366688,85.96033902921353
2017-04-06,1491436800,BTC/USD,1134.58,1201.37,1134.36,1190.85,10690571.43,9134.3,0,1052.452,1095.379230206316,1191.2022097257807,913.7017902742192,1052.452,69.41233140655103,4.9595445010488515,0.04840479945978811,84.45960984876757
2017-04-07,1491523200,BTC/USD,1190.85,1202.0,1176.0,1190.66,6486716.5,5450.27,0,1063.515,1104.4535892342858,1209.4791019313734,917.5508980686267,1063.515,91.5501905972046,-0.015954990133082436,-0.00015956263077033692,77.67016724895983
2017-04-08,1491609600,BTC/USD,1190.66,1197.3,1166.66,1184.03,3224244.36,2720.8,0,1071.818,1112.0322950214966,1225.5586822302814,918.0773177697185,1071.818,88.71531904778075,-0.5568340248265802,-0.005583901247670491,67.90933493399962
2017-04-09,1491696000,BTC/USD,1184.03,1216.87,1173.98,1206.2,5764917.28,4817.38,0,1080.3300000000002,1121.0006478765922,1244.2270025736664,916.4329974263338,1080.3300000000002,89.37184161709204,1.8724187731729902,0.018551048056095296,66.49194083521223
2017-04-10,1491782400,BTC/USD,1206.2,1219.71,1195.0,1209.25,4416613.87,3656.82,0,1085.073,1129.4053480788216,1258.3424538147563,911.8035461852438,1085.073,85.90695110055557,0.2528602221853804,0.0025254106862062273,66.42657976290832
2017-04-11,1491868800,BTC/USD,1209.25,1229.0,1198.02,1218.99,4229830.76,3487.75,0,1094.1444999999999,1137.9372196903623,1275.7376703416667,912.5513296583331,1094.1444999999999,86.23788619232998,0.8054579284680674,0.008022314299083498,62.00633417064897
2017-04-12,1491955200,BTC/USD,1218.99,1224.57,1208.0,1212.17,4224875.8,3475.19,0,1103.2705,1145.0070082912803,1289.5024879216885,917.0385120783116,1103.2705,86.67221644120708,-0.5594795691515109,-0.005610505182592392,55.757588016936545
2017-04-13,1492041600,BTC/USD,1212.17,1219.45,1141.0,1172.91,8410777.07,7135.29,0,1115.4630000000002,1147.6644360730631,1284.838570735883,946.0874292641174,1115.4630000000002,75.10550045085662,-3.2388196375095935,-0.03292430145243558,57.28395358935611
2017-04-14,1492128000,BTC/USD,1172.91,1193.0,1142.0,1170.34,10475598.06,8982.72,0,1126.179,1149.8240135899143,1279.4322548499576,972.9257451500426,1126.179,70.564532708359,-0.21911314593618947,-0.0021935355002530507,41.623111334612524
2017-04-15,1492214400,BTC/USD,1170.34,1192.5,1165.0,1173.45,2128067.82,1804.45,0,1136.8515000000002,1152.0741075337319,1269.7560584383207,1003.9469415616798,1136.8515000000002,69.23374446688725,0.2657347437496904,0.0026538229323042873,41.20833299351934
2017-04-16,1492300800,BTC/USD,1173.45,1179.3,1150.0,1162.31,3094769.46,2663.99,0,1142.971,1153.048954435281,1268.128296214764,1017.8137037852358,1142.971,67.71752837326605,-0.9493374238357055,-0.009538723555815979,41.71287818323095
2017-04-17,1492387200,BTC/USD,1162.31,1192.5,1161.0,1176.54,4210491.81,3568.83,0,1149.5985,1155.286196870016,1266.449120839288,1032.747879160712,1149.5985,58.56934779090465,1.2242861198819677,0.012168523496097082,32.877224020234394
2017-04-18,1492473600,BTC/USD,1176.54,1210.0,1175.95,1202.58,6636764.68,5514.17,0,1157.9295,1159.7903685966812,1263.9206024021441,1051.9383975978558,1157.9295,64.21007441327987,2.21326941710438,0.02189132109407011,33.32854176220516
2017-04-19,1492560000,BTC/USD,1202.58,1209.99,1190.0,1203.98,7247878.76,6046.52,0,1166.4435,1163.9989049208068,1256.5895294306192,1076.297470569381,1166.4435,67.12565393347151,0.11641637146801997,0.0011634866015656396,32.983308484836925
2017-04-20,1492646400,BTC/USD,1203.98,1243.88,1201.66,1234.19,7299836.83,5970.91,0,1174.6375,1170.6837711188252,1257.4881102318523,1091.7868897681478,1174.6375,62.2734481196194,2.50917789332048,0.02478214900450597,33.341877353249174
2017-04-21,1492732800,BTC/USD,1234.19,1252.32,1231.65,1243.61,6189234.63,4984.49,0,1182.621,1177.6291262503657,1259.208075974453,1106.033924025547,1182.621,64.24995963184233,0.7632536319367222,0.007603555883440818,31.93374260650324
2017-04-22,1492819200,BTC/USD,1243.61,1247.15,1199.0,1233.2,5065733.74,4122.37,0,1190.3805,1182.9215904169976,1252.4027084078787,1128.3582915921213,1190.3805,62.96882418104131,-0.8370791486076667,-0.008406023311067722,32.30721108803517
2017-04-23,1492905600,BTC/USD,1233.2,1248.99,1223.42,1241.99,3219987.14,2604.72,0,1195.2414999999999,1188.5471532344263,1257.4511953943154,1133.0318046056843,1195.2414999999999,60.15664907202451,0.7127797599740582,0.00710251491922445,32.02938029921113
2017-04-24,1492992000,BTC/USD,1241.99,1254.0,1234.0,1253.58,3787704.79,3048.04,0,1200.7705,1194.7407576882904,1263.0863827350906,1138.4546172649095,1200.7705,61.99859254046444,0.933179816262597,0.009288525930994723,25.547377565667322
2017-04-25,1493078400,BTC/USD,1253.58,1280.0,1251.07,1269.0,6651231.27,5249.77,0,1207.4915,1201.8130664798819,1268.7350594121915,1146.2479405878087,1207.4915,63.13218843548132,1.2300770593021593,0.012225730852173133,25.594033437028855
2017-04-26,1493164800,BTC/USD,1269.0,1330.0,1265.0,1287.99,11237494.55,8685.55,0,1212.3485,1210.020393481798,1282.7569840207927,1141.9400159792074,1212.3485,68.71359462928223,1.496453900709227,0.014853674944616244,25.39839179125555
2017-04-27,1493251200,BTC/USD,1287.99,1342.02,1285.0,1331.53,8807415.32,6668.0,0,1219.3919999999998,1221.5927369597218,1306.7979561020084,1131.9860438979913,1219.3919999999998,88.33994005607653,3.380461028424131,0.03324579332126198,22.60118807424382
2017-04-28,1493337600,BTC/USD,1331.53,1347.02,1299.0,1330.7,10882526.4,8234.28,0,1226.7255,1231.9839048683198,1325.5101684194358,1127.9408315805642,1226.7255,89.08931357254295,-0.06233430715041344,-0.0006235374305689783,22.61592111468033
2017-04-29,1493424000,BTC/USD,1330.7,1342.8,1316.0,1333.0,5226089.45,3927.45,0,1233.0655,1241.6044853570513,1342.0527151797291,1124.0782848202707,1233.0655,89.0460574617004,0.1728413616893354,0.0017269216290118764,22.312574043886084
2017-04-30,1493510400,BTC/USD,1333.0,1356.0,1315.68,1350.21,4718587.81,3536.18,0,1240.1135,1251.947867703999,1360.274516408033,1119.952483591967,1240.1135,94.65728681433606,1.2910727681920475,0.012828094711811122,21.98103262386191
2017-05-01,1493596800,BTC/USD,1350.21,1425.0,1341.22,1390.86,11920971.92,8602.88,0,1248.7069999999999,1265.1775945893323,1385.8853487749896,1111.5286512250102,1248.7069999999999,95.25337837837846,3.010642788899487,0.029662124951137233,23.496306195254814
2017-05-02,1493683200,BTC/USD,1390.86,1481.73,1388.0,1447.75,12835457.62,8920.17,0,1260.4859999999999,1282.5654427236816,1422.6381628984107,1098.333837101589,1260.4859999999999,95.80048570894833,4.0902750816042,0.0400883662642421,26.200167104909184
2017-05-03,1493769600,BTC/USD,1447.75,1516.04,1431.02,1503.22,16342395.53,11052.34,0,1277.0014999999999,1303.5801624642834,1466.5651501103498,1087.43784988965,1277.0014999999999,96.50627875170963,3.8314626144016595,0.037598846854287535,27.572182224588637
2017-05-04,1493856000,BTC/USD,1503.22,1623.01,1444.94,1537.23,29012554.52,18824.97,0,1295.346,1325.8325279438754,1510.703756635695,1079.988243364305,1295.346,96.54706316048176,2.262476550338599,0.02237262154318995,22.925178875199204
2017-05-05,1493942400,BTC/USD,1537.23,1609.0,1495.0,1514.9,24254113.78,15601.41,0,1312.4185,1343.8389538539827,1540.8299454017745,1084.0070545982255,1312.4185,90.08066660757032,-1.4526128165596508,-0.014632665339098749,24.318392382936104
2017-05-06,1494028800,BTC/USD,1514.9,1578.97,1505.0,1558.02,12174477.83,7898.17,0,1332.2040000000002,1364.237148725032,1574.0278635562354,1090.380136443765,1332.2040000000002,93.75976720375064,2.8463925011551927,0.02806635415449743,24.64103854078206
2017-05-07,1494115200,BTC/USD,1558.02,1565.0,1525.0,1554.01,11809645.33,7667.79,0,1351.0774999999999,1382.3107536083623,1600.5471059432398,1101.60789405676,1351.0774999999999,92.58379735779019,-0.25737795406990394,-0.002577097405452096,23.92867885844892
2017-05-08,1494201600,BTC/USD,1554.01,1653.97,1554.01,1649.54,30605645.62,19232.7,0,1373.4255,1407.7611580266134,1645.9019962128345,1100.9490037871656,1373.4255,93.96624472573842,6.147322089304441,0.059657774233950286,28.693660969850228
2017-05-09,1494288000,BTC/USD,1649.54,1760.4,1616.05,1720.28,28716399.21,16793.24,0,1399.2404999999999,1437.524857262174,1700.439621720607,1098.0413782793928,1399.2404999999999,94.62639927218072,4.288468300253401,0.04199060710893183,30.01967457257641
2017-05-10,1494374400,BTC/USD,1720.28,1794.21,1682.0,1772.58,19694962.35,11263.87,0,1426.16,1469.4348708562527,1759.74399936385,1092.5760006361502,1426.16,94.95852893696772,3.040202757690613,0.029949044123106665,29.75541691004331
2017-05-11,1494460800,BTC/USD,1772.58,1892.0,1745.01,1828.45,26996647.4,14739.88,0,1455.402,1503.626787917562,1822.4622137094448,1088.3417862905553,1455.402,95.071291223742,3.1519028760338186,0.031032501018090745,30.00158428111896
2017-05-12,1494547200,BTC/USD,1828.45,1832.0,1650.0,1691.51,29854369.28,17061.7,0,1478.3174999999999,1521.5204271635087,1844.1916682960386,1112.4433317039611,1478.3174999999999,76.2456900941269,-7.489403593207367,-0.07784699228161107,44.89564588863551
2017-05-13,1494633600,BTC/USD,1691.51,1785.82,1601.46,1776.89,17796170.28,10531.58,0,1505.0625,1545.841338862222,1876.3596595777817,1133.7653404222183,1505.0625,78.80719060289442,5.047561054915439,0.04924302404068594,45.601679437910626
2017-05-14,1494720000,BTC/USD,1776.89,1815.0,1753.0,1784.0,8585557.39,4816.73,0,1531.5835,1568.523116113439,1903.0210829565906,1160.1459170434093,1531.5835,78.52567896363517,0.400137318573468,0.003993388983477311,45.70268844162951
2017-05-15,1494806400,BTC/USD,1784.0,1784.0,1682.56,1705.48,22943567.22,13312.2,0,1553.4074999999998,1581.5666288645402,1910.9140930566175,1195.900906943382,1553.4074999999998,69.70759940868433,-4.401345291479819,-0.045011438116357494,50.51164184762148
2017-05-16,1494892800,BTC/USD,1705.48,1750.0,1641.22,1700.01,28117414.51,16473.76,0,1574.0085000000001,1592.8469499250602,1914.181799195081,1233.8352008049192,1574.0085000000001,66.88939475093733,-0.32073082064872915,-0.0032124626436494923,50.88706827400955
2017-05-17,1494979200,BTC/USD,1700.01,1840.42,1670.01,1782.99,31587033.39,17790.68,0,1596.5814999999998,1610.9558118369594,1928.8295166999578,1264.3334833000417,1596.5814999999998,68.06576177499967,4.881147757954363,0.04765759694250696,52.21408106567144
2017-05-18,1495065600,BTC/USD,1782.99,1881.8,1766.33,1878.99,21764514.72,11915.2,0,1623.996,1636.4828773762965,1954.3473375276676,1293.6446624723326,1623.996,70.4328590218821,5.384214157118095,0.05244266809707237,53.44573882420127
2017-05-19,1495152000,BTC/USD,1878.99,1969.99,1874.99,1958.0,27201808.7,14115.85,0,1655.2459999999999,1667.103555721411,1987.9307027885066,1322.5612972114932,1655.2459999999999,74.8101861183901,4.204918599886098,0.04118914567092854,53.72956942269408
2017-05-20,1495238400,BTC/USD,1958.0,2021.0,1914.0,2013.99,24244964.0,12308.17,0,1688.435,1700.1403599384196,2025.4016175251181,1351.4683824748818,1688.435,75.16807418446763,2.8595505617977635,0.028194284932428232,53.47692182761631
2017-05-21,1495324800,BTC/USD,2013.99,2063.11,1961.52,2017.55,13647083.74,6755.83,0,1719.7694999999999,1730.369849468094,2056.776345501305,1382.7626544986947,1719.7694999999999,75.59863043958471,0.1767635390443889,0.0017660749615826881,53.79114288952862
2017-05-22,1495411200,BTC/USD,2017.55,2230.34,2008.75,2099.97,32452142.3,15312.07,0,1752.3805,1765.5698638044657,2104.445963857301,1400.3150361426988,1752.3805,75.24011251947236,4.085152784317603,0.0400391549107203,54.16607647141258
2017-05-23,1495497600,BTC/USD,2099.97,2275.0,2088.45,2264.23,31139771.52,14138.92,0,1790.431,1813.0613053468976,2190.356013071206,1390.505986928794,1790.431,77.58898773597346,7.8220165049976975,0.07531168637396847,57.13612440501281
2017-05-24,1495584000,BTC/USD,2264.23,2481.75,2264.23,2420.29,52778575.76,22143.08,0,1834.584,1870.892609599574,2305.492850646117,1363.6751493538834,1834.584,79.72319355342015,6.8924093400405395,0.0666526224127152,59.03550320310169
2017-05-25,1495670400,BTC/USD,2420.29,2760.1,2221.0,2292.53,82965665.93,32938.03,0,1873.4655000000002,1911.0485515424716,2361.3434398460504,1385.5875601539503,1873.4655000000002,69.97830317014792,-5.278706270736144,-0.054231356486382706,64.77115663788666
2017-05-26,1495756800,BTC/USD,2292.53,2599.12,2060.0,2279.82,66000848.39,28125.34,0,1909.5555,1946.1696418717602,2405.897180720051,1413.213819279949,1909.5555,78.35966950435295,-0.5544093207068168,-0.005559518731929836,64.25114133182439
2017-05-27,1495843200,BTC/USD,2279.82,2339.94,1850.0,2042.0,54093115.87,26205.92,0,1933.955,1955.2963426458782,2403.9849621132844,1463.9250378867152,1933.955,61.142165474459304,-10.43152529585669,-0.11016677273894704,78.24040572289445
2017-05-28,1495929600,BTC/USD,2042.0,2313.96,2041.48,2178.81,33633799.51,15365.53,0,1960.4185000000002,1976.583357631985,2422.556444148834,1498.2805558511664,1960.4185000000002,64.9620652281013,6.699804113614105,0.06484913645676997,80.02781627492537
2017-05-29,1496016000,BTC/USD,2178.81,2350.0,2110.0,2292.1,27345796.01,12115.83,0,1989.0094999999997,2006.6325616670342,2459.275212101042,1518.7437878989574,1989.0094999999997,71.66024192476405,5.1996273195001,0.050689571718939896,79.47103630111799
2017-05-30,1496102400,BTC/USD,2292.1,2339.08,2160.0,2203.51,31432708.32,13888.0,0,2010.556,2025.3827938892216,2478.551826045271,1542.5601739547294,2010.556,67.51596788333359,-3.865014615418161,-0.03941688439394985,81.06079425177192
2017-05-31,1496188800,BTC/USD,2203.51,2334.0,2154.28,2298.01,36853820.79,16275.49,0,2034.034,2051.3472897092956,2510.59808855584,1557.46991144416,2034.034,67.77426524386036,4.288612259531388,0.04199198750295788,81.506867277596
2017-06-01,1496275200,BTC/USD,2298.01,2456.39,2296.81,2413.63,43968591.95,18392.66,0,2070.1400000000003,2085.8504049750773,2546.858141993012,1593.4218580069887,2070.1400000000003,68.20484881503678,5.0313096983912065,0.049088307324070164,82.26446168135135
2017-06-02,1496361600,BTC/USD,2413.63,2489.0,2370.03,2488.94,30173071.82,12423.32,0,2105.7425,2124.239890215546,2596.398989372314,1615.0860106276853,2105.7425,68.12453062060492,3.120196550424037,0.03072507867694377,75.43424315023628
2017-06-03,1496448000,BTC/USD,2488.94,2584.34,2445.0,2540.94,27285983.07,10806.98,0,2143.5895,2163.9256149569223,2646.374109046151,1640.8048909538493,2143.5895,68.0374612346051,2.0892428101922933,0.020677174280150583,74.60672289608125
2017-06-04,1496534400,BTC/USD,2540.94,2569.0,2460.0,2530.27,22259945.52,8827.27,0,2184.829,2198.8155563895966,2671.348685885054,1698.3093141149468,2184.829,67.46535678761703,-0.41992333545853855,-0.004208074895445038,74.84104707200221
2017-06-05,1496620800,BTC/USD,2530.27,2699.35,2525.28,2698.0,31915607.88,12220.09,0,2234.7285,2246.35693197154,2716.5730879730877,1752.8839120269126,2234.7285,69.2524128694958,6.628936832828125,0.06418474137265301,73.04459429271293
2017-06-06,1496707200,BTC/USD,2698.0,2933.0,2689.4,2880.74,75184117.96,26672.53,0,2289.616,2306.7743670218692,2803.8016956556157,1775.4303043443842,2289.616,69.61396275157324,6.773165307635276,0.06553644780216446,73.95022182561137
